tau_sat,b,tau_0,gamma_0,n,strain,stress,grain_id,0p2_phi_1,0p2_Phi,0p2_phi_2,0p4_phi_1,0p4_Phi,0p4_phi_2,0p6_phi_1,0p6_Phi,0p6_phi_2,0p8_phi_1,0p8_Phi,0p8_phi_2,1p0_phi_1,1p0_Phi,1p0_phi_2
,,,,,,,459,5.3533,2.4541,4.3765,5.3543,2.4525,4.3739,5.3553,2.4508,4.3712,5.3564,2.4489,4.3684,5.3575,2.4471,4.3656
,,,,,,,460,3.8244,2.5742,3.7043,3.8247,2.5728,3.7055,3.8243,2.5713,3.7063,3.8239,2.5697,3.7069,3.8234,2.5682,3.7075
,,,,,,,461,4.4045,2.2344,3.5519,4.402,2.2344,3.5452,4.3994,2.2345,3.5386,4.3967,2.2346,3.5319,4.394,2.2346,3.5254
,,,,,,,462,0.61758,2.6036,0.10073,0.61759,2.6046,0.09958,0.61768,2.6056,0.098545,0.61781,2.6066,0.097556,0.61795,2.6075,0.096638
,,,,,,,463,5.311,2.1878,4.6023,5.3117,2.1827,4.6041,5.3125,2.1778,4.6061,5.3133,2.1729,4.6081,5.3141,2.1684,4.61
,,,,,,,464,2.0389,2.9877,0.93325,2.0231,2.9893,0.91806,2.0081,2.9908,0.90369,1.9931,2.9923,0.8894,1.9788,2.9937,0.87581
,,,,,,,465,0.14898,2.3588,6.0225,0.15126,2.3582,6.0238,0.15369,2.3573,6.0254,0.15616,2.3564,6.0271,0.15854,2.3555,6.0287
,,,,,,,466,6.1481,2.59,6.1172,6.1445,2.5897,6.114,6.1407,2.5895,6.1106,6.1367,2.5892,6.1071,6.1328,2.5889,6.1036
,,,,,,,467,4.7324,2.1806,4.7578,4.732,2.1812,4.7556,4.7317,2.1818,4.7536,4.7314,2.1824,4.7516,4.7312,2.183,4.7498
,,,,,,,468,5.8617,2.7324,5.054,5.8661,2.7364,5.059,5.8707,2.7406,5.0643,5.8755,2.7448,5.0697,5.8803,2.7489,5.0749
,,,,,,,469,5.5456,1.9204,5.2187,5.5465,1.9232,5.2166,5.5474,1.9258,5.2146,5.5483,1.9284,5.2127,5.5492,1.9308,5.211
,,,,,,,470,5.6277,2.7579,4.3551,5.629,2.7591,4.3539,5.6309,2.7603,4.3532,5.6331,2.7614,4.3528,5.6354,2.7625,4.3526
,,,,,,,471,5.1087,2.9295,4.6424,5.1132,2.9323,4.6471,5.1188,2.9353,4.6527,5.1248,2.9382,4.6587,5.1307,2.941,4.6647
,,,,,,,472,0.3267,3.0547,5.5033,0.32667,3.0558,5.5043,0.32698,3.057,5.5057,0.32718,3.0581,5.5069,0.32729,3.0591,5.5079
,,,,,,,473,3.8085,2.5695,3.6912,3.809,2.5681,3.6925,3.8088,2.5665,3.6934,3.8086,2.5649,3.6941,3.8082,2.5634,3.6948
,,,,,,,474,0.44354,2.8616,5.6654,0.44946,2.8645,5.6717,0.45538,2.8673,5.6782,0.46124,2.8701,5.6845,0.46675,2.8727,5.6906
,,,,,,,475,4.2237,2.3484,4.5225,4.2238,2.3466,4.5179,4.2238,2.3449,4.5134,4.2239,2.3432,4.5091,4.2239,2.3417,4.505
,,,,,,,476,5.2578,2.3429,4.1121,5.2611,2.3406,4.11,5.2643,2.3383,4.1079,5.2674,2.336,4.106,5.2703,2.3338,4.1042
,,,,,,,477,4.7367,2.1857,4.7622,4.7363,2.1862,4.7599,4.736,2.1868,4.7578,4.7357,2.1874,4.7558,4.7355,2.188,4.754
,,,,,,,478,5.6314,2.7621,4.3569,5.6326,2.7633,4.3557,5.6345,2.7644,4.355,5.6367,2.7656,4.3547,5.6389,2.7666,4.3546
,,,,,,,479,3.6579,2.8014,2.9097,3.6632,2.8014,2.9149,3.6681,2.8015,2.9198,3.6729,2.8015,2.9246,3.6773,2.8016,2.929
,,,,,,,480,4.2119,2.1863,4.4647,4.2112,2.1856,4.4622,4.2105,2.185,4.4598,4.2098,2.1844,4.4575,4.2092,2.1839,4.4554
,,,,,,,481,4.7103,2.3041,4.363,4.7115,2.3035,4.3695,4.7127,2.303,4.3764,4.7141,2.3025,4.3833,4.7154,2.302,4.3899
,,,,,,,482,4.2897,2.2793,4.1189,4.2877,2.281,4.1231,4.2858,2.2826,4.1273,4.2839,2.2841,4.1313,4.2821,2.2856,4.1352
,,,,,,,483,6.1462,2.5958,6.1198,6.1425,2.5956,6.1166,6.1387,2.5953,6.1133,6.1346,2.595,6.1098,6.1307,2.5948,6.1063
,,,,,,,484,6.141,2.7656,4.8853,6.1436,2.7677,4.8853,6.1465,2.7697,4.8854,6.1494,2.7717,4.8856,6.1523,2.7734,4.886
,,,,,,,485,0.16691,2.6273,0.31674,0.16875,2.627,0.3201,0.17043,2.6267,0.32314,0.1721,2.6265,0.32613,0.17369,2.6262,0.32896
,,,,,,,486,0.1488,2.3649,6.0222,0.15111,2.3642,6.0236,0.15357,2.3634,6.0252,0.15609,2.3625,6.0269,0.1585,2.3616,6.0286
,,,,,,,487,6.1424,2.589,6.1159,6.1387,2.5887,6.1126,6.1347,2.5884,6.1092,6.1306,2.5881,6.1056,6.1266,2.5879,6.1021
,,,,,,,488,5.6318,2.7607,4.3602,5.6331,2.7619,4.3589,5.6349,2.7631,4.3581,5.6371,2.7643,4.3577,5.6393,2.7653,4.3575
,,,,,,,489,4.2059,2.1799,4.4633,4.2052,2.1792,4.4608,4.2045,2.1786,4.4584,4.2038,2.178,4.4561,4.2031,2.1775,4.454
,,,,,,,490,4.729,2.1842,4.7517,4.7287,2.1848,4.7496,4.7284,2.1854,4.7477,4.7282,2.186,4.7458,4.728,2.1865,4.7441
,,,,,,,491,6.1397,2.1966,5.2794,6.1372,2.1935,5.2794,6.1345,2.1902,5.2795,6.1318,2.1868,5.2795,6.1291,2.1835,5.2796
,,,,,,,492,0.61469,2.6035,0.088969,0.61478,2.6045,0.087913,0.61495,2.6054,0.086979,0.61515,2.6063,0.086094,0.61536,2.6072,0.085273
,,,,,,,493,2.0461,2.9832,0.93852,2.0305,2.9848,0.92344,2.0155,2.9864,0.90913,2.0006,2.9879,0.89488,1.9864,2.9893,0.88134
,,,,,,,494,3.8139,2.5728,3.6941,3.8143,2.5714,3.6954,3.8141,2.5699,3.6962,3.8137,2.5683,3.6969,3.8134,2.5668,3.6976
,,,,,,,495,3.8056,2.5691,3.687,3.8061,2.5677,3.6883,3.8059,2.5661,3.6892,3.8056,2.5645,3.69,3.8053,2.563,3.6907
,,,,,,,496,0.14999,2.3638,6.0238,0.15231,2.3632,6.0252,0.15477,2.3623,6.0268,0.15729,2.3614,6.0285,0.15971,2.3605,6.0301
,,,,,,,497,2.0379,2.9842,0.92983,2.0222,2.9858,0.91474,2.0073,2.9873,0.90043,1.9924,2.9888,0.88619,1.9782,2.9902,0.87265
,,,,,,,498,6.0797,2.1014,4.7336,6.0778,2.1011,4.7299,6.0761,2.1009,4.7263,6.0745,2.1007,4.7227,6.0729,2.1005,4.7194
,,,,,,,499,5.6362,1.9815,5.4108,5.6394,1.984,5.409,5.6426,1.9863,5.4072,5.6456,1.9886,5.4055,5.6484,1.9907,5.404
,,,,,,,500,5.666,2.138,5.7327,5.6699,2.1392,5.7339,5.6739,2.1403,5.735,5.6779,2.1414,5.7361,5.6816,2.1423,5.7371
,,,,,,,501,0.75824,2.7044,0.14309,0.75636,2.7056,0.14036,0.75467,2.7068,0.13784,0.75306,2.7079,0.13541,0.75159,2.709,0.13316
,,,,,,,502,3.8018,2.5611,3.6813,3.8022,2.5597,3.6826,3.802,2.5582,3.6833,3.8016,2.5566,3.684,3.8012,2.5551,3.6847
,,,,,,,503,1.6384,2.9524,1.5586,1.637,2.9487,1.5566,1.6354,2.945,1.5544,1.6337,2.9414,1.5521,1.632,2.9381,1.5499
,,,,,,,504,5.0816,1.901,4.3653,5.0806,1.8995,4.364,5.0795,1.8979,4.3627,5.0784,1.8963,4.3613,5.0773,1.8949,4.36
,,,,,,,505,4.5271,2.614,3.9617,4.5214,2.6179,3.9576,4.5156,2.6218,3.9533,4.5096,2.6258,3.9489,4.5038,2.6296,3.9445
,,,,,,,506,0.75815,2.7036,0.1439,0.75626,2.7049,0.14116,0.75457,2.706,0.13864,0.75295,2.7071,0.1362,0.75147,2.7082,0.13394
,,,,,,,507,0.62582,2.6014,0.098905,0.62572,2.6024,0.097671,0.62571,2.6034,0.096561,0.62574,2.6044,0.095501,0.62578,2.6053,0.094517
,,,,,,,508,5.5153,2.6529,5.3262,5.5114,2.6518,5.3233,5.5077,2.6509,5.3209,5.5042,2.6499,5.3186,5.5008,2.6489,5.3164
,,,,,,,509,3.6569,2.7989,2.9098,3.6622,2.7989,2.915,3.6671,2.799,2.9199,3.6719,2.799,2.9247,3.6763,2.799,2.9291
,,,,,,,510,5.6333,1.9877,5.4073,5.6364,1.99,5.4055,5.6395,1.9923,5.4038,5.6425,1.9946,5.4021,5.6453,1.9966,5.4006
,,,,,,,511,3.8118,2.5708,3.6912,3.8123,2.5694,3.6925,3.812,2.5679,3.6933,3.8117,2.5663,3.694,3.8113,2.5648,3.6947
,,,,,,,512,3.8119,2.574,3.692,3.8123,2.5727,3.6933,3.8122,2.5711,3.6942,3.8119,2.5695,3.6949,3.8116,2.568,3.6956
,,,,,,,513,5.6665,2.135,5.7287,5.6705,2.1361,5.7299,5.6745,2.1372,5.731,5.6785,2.1382,5.732,5.6823,2.1392,5.7329
,,,,,,,514,6.0765,2.0954,4.7348,6.0746,2.0951,4.7311,6.0729,2.0948,4.7275,6.0712,2.0947,4.724,6.0696,2.0945,4.7207
,,,,,,,515,1.6688,2.9612,1.5965,1.6669,2.9575,1.594,1.6648,2.9537,1.5914,1.6627,2.9501,1.5888,1.6607,2.9466,1.5863
,,,,,,,516,4.2252,2.3496,4.523,4.2253,2.3479,4.5183,4.2254,2.3462,4.5139,4.2254,2.3445,4.5095,4.2255,2.343,4.5055
,,,,,,,517,5.1457,2.7373,4.6234,5.1454,2.7411,4.6269,5.145,2.7448,4.6303,5.1446,2.7485,4.6337,5.1443,2.7521,4.6369
,,,,,,,518,1.7029,2.9573,1.6278,1.7003,2.9536,1.6247,1.6976,2.9499,1.6214,1.6949,2.9462,1.6181,1.6923,2.9428,1.615
,,,,,,,519,3.8073,2.5672,3.687,3.8077,2.5658,3.6883,3.8075,2.5643,3.6891,3.8071,2.5627,3.6898,3.8068,2.5612,3.6905
,,,,,,,520,4.5956,2.3351,4.1076,4.5953,2.3354,4.1101,4.595,2.3357,4.1129,4.5947,2.336,4.1157,4.5945,2.3363,4.1184
,,,,,,,521,4.8377,2.2217,3.8489,4.842,2.22,3.8471,4.8465,2.218,3.8457,4.8512,2.216,3.8444,4.8557,2.2142,3.8432
,,,,,,,522,5.9512,2.9375,5.5205,5.9615,2.9379,5.5298,5.9726,2.9383,5.5399,5.9839,2.9386,5.5502,5.9947,2.939,5.56
,,,,,,,523,6.2068,2.0887,5.1049,6.2045,2.0846,5.1011,6.2022,2.0806,5.0975,6.2,2.0766,5.094,6.1979,2.0727,5.0905
,,,,,,,524,3.6524,2.7991,2.9077,3.6577,2.7991,2.9129,3.6627,2.7992,2.9179,3.6675,2.7992,2.9227,3.672,2.7992,2.9271
,,,,,,,525,4.5558,2.3414,3.6987,4.5541,2.3419,3.6932,4.5523,2.3424,3.6878,4.5505,2.3429,3.6824,4.5487,2.3433,3.6771
,,,,,,,526,3.3704,3.037,3.2006,3.3745,3.0369,3.2017,3.3791,3.0368,3.2033,3.3838,3.0368,3.2049,3.3882,3.0367,3.2063
,,,,,,,527,5.9572,2.9415,5.5276,5.9676,2.9418,5.537,5.9788,2.9422,5.5471,5.9901,2.9425,5.5573,6.0009,2.9429,5.5672
,,,,,,,528,5.2629,2.9733,4.7197,5.2723,2.9765,4.7287,5.2816,2.9797,4.7378,5.2912,2.9829,4.747,5.3004,2.9858,4.7559
,,,,,,,529,4.2157,2.1929,4.4724,4.215,2.1922,4.4697,4.2142,2.1914,4.4672,4.2135,2.1908,4.4647,4.2129,2.1902,4.4624
,,,,,,,530,0.74383,2.706,0.13186,0.74222,2.7071,0.12939,0.74079,2.7082,0.12713,0.73944,2.7093,0.12495,0.73821,2.7103,0.12294
,,,,,,,531,1.6977,2.9572,1.619,1.6952,2.9535,1.6159,1.6926,2.9498,1.6126,1.6899,2.9462,1.6093,1.6873,2.9428,1.6062
,,,,,,,532,4.222,2.3478,4.5197,4.2221,2.346,4.5151,4.2222,2.3443,4.5107,4.2222,2.3427,4.5064,4.2223,2.3411,4.5024
,,,,,,,533,5.6429,2.1082,4.3213,5.6424,2.1084,4.3207,5.642,2.1087,4.3201,5.6415,2.109,4.3196,5.6411,2.1093,4.3191
,,,,,,,534,4.3371,2.2401,3.4871,4.3335,2.24,3.4796,4.3295,2.2402,3.472,4.3255,2.2402,3.4644,4.3216,2.2403,3.4572
,,,,,,,535,4.2337,2.2682,3.3338,4.2296,2.268,3.3277,4.2256,2.2678,3.3217,4.2216,2.2676,3.316,4.2179,2.2675,3.3106
,,,,,,,536,5.3462,2.4562,4.3717,5.3472,2.4547,4.3691,5.3482,2.4529,4.3664,5.3493,2.4512,4.3636,5.3504,2.4494,4.3609
,,,,,,,537,3.8159,2.5699,3.6957,3.8162,2.5685,3.6969,3.8159,2.5669,3.6977,3.8155,2.5654,3.6984,3.8151,2.5639,3.699
,,,,,,,538,5.3439,2.4572,4.3677,5.3449,2.4556,4.3651,5.3459,2.4539,4.3624,5.3471,2.4522,4.3596,5.3482,2.4505,4.3569
,,,,,,,539,2.6091,2.8595,2.2788,2.6099,2.8599,2.2789,2.611,2.8603,2.2792,2.6123,2.8607,2.2798,2.6136,2.861,2.2804
,,,,,,,540,6.0786,2.1003,4.7347,6.0768,2.1,4.731,6.0751,2.0997,4.7273,6.0734,2.0995,4.7238,6.0718,2.0994,4.7205
,,,,,,,541,6.1458,2.583,6.1211,6.1421,2.5827,6.118,6.1382,2.5825,6.1147,6.1342,2.5822,6.1112,6.1303,2.5819,6.1078
,,,,,,,542,5.8968,1.8481,4.9505,5.8973,1.8475,4.9523,5.8982,1.8468,4.9542,5.8991,1.846,4.956,5.9,1.8453,4.9578
,,,,,,,543,0.013019,2.5459,5.3728,0.016713,2.5484,5.3768,0.020554000000000003,2.5509,5.381,0.024501,2.5536,5.3852,0.028352,2.5561,5.3893
,,,,,,,544,5.9395,2.9421,5.5091,5.95,2.9425,5.5185,5.9612,2.9429,5.5288,5.9727,2.9433,5.5392,5.9836,2.9437,5.5491
,,,,,,,545,3.2997,2.6989,2.5585,3.311,2.7005,2.5713,3.3219,2.702,2.5835,3.3327,2.7034,2.5955,3.3428,2.7047,2.6068
,,,,,,,546,4.2164,2.1897,4.4737,4.2156,2.1889,4.471,4.2149,2.1882,4.4685,4.2141,2.1876,4.4661,4.2135,2.187,4.4638
,,,,,,,547,4.8372,2.2251,3.848,4.8414,2.2234,3.8462,4.8459,2.2215,3.8448,4.8506,2.2196,3.8434,4.855,2.2177,3.8422
,,,,,,,548,4.4774,2.1094,4.6114,4.4768,2.1099,4.6097,4.4762,2.1104,4.608,4.4756,2.1109,4.6064,4.475,2.1113,4.6049
,,,,,,,549,3.3912,3.0377,3.2217,3.3956,3.0376,3.2232,3.4006,3.0375,3.2252,3.4056,3.0374,3.2272,3.4104,3.0373,3.229
,,,,,,,550,5.0518,2.2606,5.0303,5.0526,2.2616,5.0272,5.0535,2.2626,5.0243,5.0543,2.2635,5.0215,5.0551,2.2644,5.0189
,,,,,,,551,6.2096,2.0977,5.1064,6.2073,2.0938,5.1026,6.205,2.0899,5.099,6.2028,2.0861,5.0953,6.2007,2.0823,5.0918
,,,,,,,552,4.8475,2.225,3.8704,4.8517,2.2231,3.8687,4.8561,2.2209,3.8673,4.8606,2.2187,3.866,4.8649,2.2166,3.8647
,,,,,,,553,0.0094898,2.5534,5.3703,0.013311,2.5559,5.3745,0.017285000000000002,2.5586,5.3787,0.021369,2.5613,5.3831,0.025354,2.5639,5.3873
,,,,,,,554,5.0589,2.2563,5.0381,5.0598,2.2574,5.0349,5.0606,2.2584,5.0319,5.0615,2.2594,5.029,5.0623,2.2603,5.0264
,,,,,,,555,5.4909,1.9651,4.1811,5.4904,1.967,4.1823,5.4898,1.9689,4.1835,5.4892,1.9707,4.1847,5.4887,1.9724,4.1857
,,,,,,,556,1.0486,2.73,6.0782,1.0465,2.7307,6.078,1.0448,2.7315,6.0779,1.0431,2.7323,6.0778,1.0415,2.733,6.0778
,,,,,,,557,4.8386,2.2254,3.8497,4.8428,2.2237,3.8479,4.8473,2.2217,3.8465,4.8519,2.2198,3.8451,4.8564,2.218,3.8439
,,,,,,,558,3.7361,2.6827,3.3611,3.7363,2.6835,3.3594,3.7363,2.6845,3.3577,3.7362,2.6856,3.3559,3.7362,2.6866,3.3542
,,,,,,,559,4.7167,2.0096,4.0984,4.7193,2.0046,4.1005,4.7218,1.9993,4.1025,4.7242,1.9939,4.1045,4.7266,1.9886,4.1062
,,,,,,,560,4.3688,2.5388,4.4817,4.3707,2.5382,4.4814,4.3725,2.5377,4.481,4.3742,2.5371,4.4807,4.3758,2.5366,4.4804
,,,,,,,561,4.293,2.2511,3.4213,4.2887,2.2509,3.4139,4.2843,2.2508,3.4065,4.28,2.2507,3.3993,4.2759,2.2505,3.3925
,,,,,,,562,5.2258,2.5804,4.7223,5.2248,2.581,4.7262,5.2237,2.5813,4.7302,5.2225,2.5815,4.7342,5.2213,2.5817,4.7381
,,,,,,,563,0.0082177,2.5497,5.3687,0.011943,2.5522,5.3728,0.015816000000000004,2.5548,5.3769,0.019795,2.5575,5.3812,0.023678,2.5601,5.3854
,,,,,,,564,0.0066663,2.5492,5.3678,0.010367,2.5517,5.3718,0.014215000000000004,2.5543,5.3759,0.018168,2.557,5.3802,0.022026,2.5595,5.3843
,,,,,,,565,6.1392,2.7733,4.883,6.1417,2.7753,4.883,6.1444,2.7774,4.8831,6.1472,2.7793,4.8834,6.15,2.7811,4.8838
,,,,,,,566,0.0071554,2.5526,5.3694,0.010943,2.5551,5.3735,0.014882000000000003,2.5578,5.3778,0.01893,2.5604,5.3821,0.022881,2.563,5.3864
,,,,,,,567,4.2114,2.76,4.322,4.2158,2.7592,4.3257,4.2203,2.7584,4.3293,4.2247,2.7577,4.3328,4.2288,2.757,4.3361
,,,,,,,568,5.6657,2.141,5.7273,5.6697,2.1421,5.7284,5.6737,2.1431,5.7295,5.6776,2.1441,5.7305,5.6814,2.145,5.7314
,,,,,,,569,5.27,2.9679,4.7233,5.2792,2.9712,4.7324,5.2885,2.9745,4.7415,5.298,2.9777,4.7507,5.3073,2.9808,4.7596
,,,,,,,570,4.7075,2.0114,4.3538,4.7091,2.0097,4.3575,4.711,2.0082,4.3612,4.713,2.0068,4.365,4.7148,2.0055,4.3686
,,,,,,,571,5.0965,2.1163,5.115,5.0963,2.1181,5.1096,5.0963,2.1199,5.1045,5.0962,2.1216,5.0996,5.0962,2.1233,5.095
,,,,,,,572,6.1341,2.7635,4.8752,6.1367,2.7655,4.8752,6.1396,2.7675,4.8753,6.1426,2.7694,4.8756,6.1456,2.7711,4.8759
,,,,,,,573,3.3017,2.7009,2.5605,3.313,2.7024,2.5734,3.3239,2.7039,2.5855,3.3347,2.7053,2.5975,3.3448,2.7066,2.6088
,,,,,,,574,0.010948,2.5507,5.3733,0.01474,2.5532,5.3774,0.018684000000000003,2.5558,5.3817,0.022738,2.5585,5.3861,0.026694,2.5611,5.3903
,,,,,,,575,5.0541,2.2589,5.0328,5.0549,2.2599,5.0297,5.0558,2.2609,5.0267,5.0566,2.2619,5.0239,5.0575,2.2628,5.0213
,,,,,,,576,5.1201,2.3178,5.1887,5.1229,2.3192,5.1856,5.1256,2.3205,5.1825,5.1282,2.3218,5.1795,5.1307,2.3229,5.1767
,,,,,,,577,3.7526,2.416,2.8129,3.7584,2.4179,2.8204,3.7637,2.4197,2.8273,3.7689,2.4215,2.8342,3.7738,2.4231,2.8406
,,,,,,,578,4.226,2.3473,4.5209,4.2261,2.3456,4.5163,4.2261,2.3439,4.5119,4.2262,2.3423,4.5076,4.2262,2.3408,4.5036
,,,,,,,579,4.4194,2.4226,3.4995,4.4135,2.4226,3.4907,4.4075,2.4228,3.482,4.4015,2.4229,3.4735,4.3958,2.423,3.4655
,,,,,,,580,6.0762,2.0981,4.7284,6.0744,2.0978,4.7247,6.0727,2.0976,4.7212,6.0711,2.0975,4.7178,6.0696,2.0974,4.7146
,,,,,,,581,1.0625,2.7321,6.0939,1.0603,2.7327,6.0936,1.0584,2.7334,6.0934,1.0566,2.7341,6.0932,1.0549,2.7348,6.093
,,,,,,,582,6.1419,2.7748,4.8851,6.1444,2.7769,4.8852,6.1471,2.7789,4.8853,6.1499,2.7809,4.8856,6.1526,2.7826,4.886
,,,,,,,583,0.41488,2.4005,0.33346,0.41773,2.3995,0.33667,0.4203,2.3984,0.33969,0.42276,2.3972,0.34261,0.42501,2.396,0.34532
,,,,,,,584,3.9339,2.7483,3.819,3.9369,2.7462,3.8224,3.939,2.7441,3.825,3.9407,2.7421,3.8272,3.9422,2.7402,3.8293
,,,,,,,585,2.0347,3.0938,2.2083,2.0327,3.0938,2.2102,2.0307,3.094,2.2121,2.0287,3.0942,2.214,2.0269,3.0944,2.2157
,,,,,,,586,5.054,2.2587,5.0314,5.0548,2.2597,5.0283,5.0557,2.2607,5.0254,5.0565,2.2617,5.0226,5.0573,2.2626,5.02
,,,,,,,587,0.40959,2.3945,0.32481,0.41243,2.3936,0.32797,0.41501,2.3925,0.33096,0.41748,2.3914,0.33386,0.41976,2.3903,0.33657
,,,,,,,588,5.0601,2.2775,3.8777,5.064,2.2765,3.8774,5.0677,2.2753,3.8771,5.0714,2.274,3.8769,5.0748,2.2729,3.8767
,,,,,,,589,4.4247,3.0018,3.4553,4.4145,3.0017,3.4455,4.4043,3.0016,3.4357,4.3943,3.0016,3.4262,4.3851,3.0015,3.4174
,,,,,,,590,5.6665,2.1385,5.7249,5.6705,2.1396,5.726,5.6745,2.1406,5.727,5.6785,2.1416,5.728,5.6823,2.1425,5.7289
,,,,,,,591,3.3049,2.7008,2.5639,3.3162,2.7024,2.5767,3.3271,2.7038,2.5888,3.3379,2.7052,2.6007,3.348,2.7065,2.612
,,,,,,,592,4.3566,2.5246,4.4699,4.3584,2.5241,4.4695,4.36,2.5235,4.469,4.3616,2.5229,4.4686,4.363,2.5224,4.4682
,,,,,,,593,3.0762,2.7413,3.3179,3.0728,2.7414,3.3176,3.0694,2.7412,3.3169,3.0659,2.741,3.3161,3.0626,2.7408,3.3152
,,,,,,,594,5.6247,2.1335,4.8823,5.6249,2.129,4.8842,5.6255,2.1245,4.8865,5.6261,2.1202,4.8888,5.6268,2.1162,4.8911
,,,,,,,595,1.0688,2.7364,6.1004,1.0665,2.7369,6.1,1.0645,2.7376,6.0998,1.0626,2.7383,6.0995,1.0608,2.739,6.0993
,,,,,,,596,3.733,2.6819,3.3618,3.7333,2.6827,3.3601,3.7333,2.6837,3.3585,3.7333,2.6847,3.3568,3.7333,2.6857,3.3551
,,,,,,,597,5.22,2.5914,4.7128,5.219,2.5922,4.7166,5.2178,2.5927,4.7204,5.2167,2.5932,4.7243,5.2155,2.5936,4.7281
,,,,,,,598,5.4716,2.8329,5.5001,5.4644,2.8304,5.4935,5.4582,2.8279,5.4877,5.4526,2.8254,5.4824,5.4475,2.823,5.4777
,,,,,,,599,5.0872,1.9044,4.365,5.0863,1.9028,4.3638,5.0852,1.9012,4.3625,5.084,1.8996,4.3611,5.0829,1.8981,4.3598
,,,,,,,600,5.006,1.9504,4.7331,5.0069,1.9522,4.7337,5.0077,1.9537,4.7344,5.0085,1.9553,4.735,5.0093,1.9567,4.7356
,,,,,,,601,5.2316,2.5815,4.7296,5.2306,2.5821,4.7335,5.2294,2.5823,4.7375,5.2282,2.5826,4.7415,5.227,2.5828,4.7454
,,,,,,,602,4.4041,2.0685,4.1591,4.4054,2.0686,4.1653,4.4068,2.0689,4.1716,4.4083,2.0694,4.1781,4.4097,2.0698,4.1843
,,,,,,,603,0.44306,2.6798,5.649,0.45026,2.6841,5.656,0.45726,2.6882,5.6631,0.46417,2.6923,5.6701,0.47067,2.6962,5.6767
,,,,,,,604,6.1415,2.766,4.8847,6.1441,2.7681,4.8847,6.1469,2.7701,4.8848,6.1499,2.7721,4.8851,6.1527,2.7738,4.8854
,,,,,,,605,5.5447,2.6455,5.3539,5.5407,2.6445,5.351,5.5371,2.6435,5.3485,5.5335,2.6426,5.3461,5.5301,2.6416,5.3439
,,,,,,,606,3.4667,2.6527,2.8995,3.4713,2.6522,2.9036,3.4758,2.6519,2.9076,3.4803,2.6515,2.9115,3.4845,2.6512,2.9152
,,,,,,,607,5.5294,2.6467,5.3384,5.5254,2.6457,5.3356,5.5218,2.6447,5.3332,5.5183,2.6438,5.3309,5.5149,2.6428,5.3287
,,,,,,,608,3.9366,2.7512,3.8241,3.9397,2.7492,3.8276,3.9419,2.747,3.8303,3.9437,2.745,3.8327,3.9452,2.743,3.8348
,,,,,,,609,5.6653,2.1415,5.7253,5.6692,2.1426,5.7264,5.6732,2.1437,5.7274,5.6772,2.1446,5.7284,5.681,2.1455,5.7293
,,,,,,,610,5.6745,2.1258,5.0469,5.6747,2.1219,5.0497,5.6748,2.1183,5.0526,5.675,2.1149,5.0553,5.6752,2.1116,5.0579
,,,,,,,611,5.7532,2.6052,4.6131,5.7549,2.6066,4.6094,5.7566,2.6077,4.6057,5.7585,2.6087,4.602,5.7604,2.6097,4.5985
,,,,,,,612,4.7358,2.0285,5.0182,4.7337,2.0265,5.0135,4.7315,2.0248,5.0086,4.7292,2.0232,5.0038,4.7271,2.0217,4.9993
,,,,,,,613,5.8941,1.8512,4.9476,5.8946,1.8506,4.9494,5.8954,1.8498,4.9512,5.8963,1.8491,4.953,5.8972,1.8483,4.9548
