tau_sat,b,tau_0,gamma_0,n,strain,stress,grain_id,0p2_phi_1,0p2_Phi,0p2_phi_2,0p4_phi_1,0p4_Phi,0p4_phi_2,0p6_phi_1,0p6_Phi,0p6_phi_2,0p8_phi_1,0p8_Phi,0p8_phi_2,1p0_phi_1,1p0_Phi,1p0_phi_2
,,,,,,,614,5.2275,2.5929,4.7171,5.2265,2.5938,4.7209,5.2254,2.5943,4.7247,5.2242,2.5948,4.7286,5.2231,2.5953,4.7323
,,,,,,,615,4.8466,2.222,3.863,4.8508,2.2201,3.8613,4.8553,2.218,3.8599,4.8599,2.2158,3.8586,4.8644,2.2138,3.8574
,,,,,,,616,0.54361,2.4701,5.9318,0.55003,2.4719,5.9397,0.55618,2.4736,5.9474,0.56224,2.4752,5.9549,0.56792,2.4768,5.9619
,,,,,,,617,5.6654,2.1418,5.7253,5.6693,2.1429,5.7264,5.6733,2.144,5.7275,5.6773,2.1449,5.7284,5.681,2.1458,5.7293
,,,,,,,618,0.44384,2.6769,5.6525,0.45109,2.6811,5.6595,0.45815,2.6853,5.6667,0.46512,2.6894,5.6737,0.47168,2.6932,5.6804
,,,,,,,619,0.44653,2.6807,5.6533,0.45371,2.6849,5.6603,0.4607,2.6891,5.6673,0.4676,2.6931,5.6744,0.47408,2.6969,5.681
,,,,,,,620,5.7387,2.013,5.0771,5.7392,2.0107,5.0792,5.7396,2.0085,5.0813,5.7401,2.0064,5.0833,5.7405,2.0045,5.0852
,,,,,,,621,5.4384,2.0262,5.3433,5.4412,2.0292,5.3398,5.4439,2.0321,5.3364,5.4466,2.035,5.3331,5.4492,2.0378,5.33
,,,,,,,622,3.2309,2.9645,3.2373,3.2339,2.9645,3.2414,3.2374,2.9644,3.2461,3.2412,2.9643,3.251,3.2449,2.9642,3.2558
,,,,,,,623,4.7147,2.0149,4.0904,4.7172,2.01,4.0924,4.7198,2.0048,4.0944,4.7224,1.9995,4.0963,4.7248,1.9943,4.0981
,,,,,,,624,3.7551,2.4122,2.8169,3.7608,2.414,2.8243,3.7661,2.4158,2.8312,3.7712,2.4175,2.838,3.776,2.4191,2.8443
,,,,,,,625,5.5304,2.6527,5.3385,5.5263,2.6517,5.3356,5.5226,2.6508,5.3331,5.519,2.6498,5.3307,5.5155,2.6489,5.3284
,,,,,,,626,4.2345,2.2676,3.3358,4.2304,2.2673,3.3296,4.2263,2.2672,3.3237,4.2223,2.267,3.3179,4.2186,2.2669,3.3125
,,,,,,,627,5.3008,2.1257,4.3079,5.3005,2.1216,4.3052,5.3001,2.1178,4.3024,5.2997,2.1141,4.2997,5.2993,2.1106,4.2972
,,,,,,,628,3.6414,2.6672,3.3073,3.6431,2.6677,3.3066,3.6446,2.6683,3.3059,3.6459,2.669,3.3051,3.6472,2.6697,3.3043
,,,,,,,629,5.2221,2.5905,4.7152,5.221,2.5912,4.719,5.2199,2.5917,4.7229,5.2187,2.5922,4.7268,5.2175,2.5926,4.7305
,,,,,,,630,0.41285,2.4044,0.33479,0.4158,2.4034,0.33812,0.41847,2.4022,0.34123,0.421,2.401,0.34425,0.42333,2.3998,0.34705
,,,,,,,631,5.7398,1.9992,5.0786,5.7404,1.9972,5.0806,5.7409,1.9953,5.0826,5.7414,1.9934,5.0845,5.7418,1.9917,5.0864
,,,,,,,632,6.1577,2.3824,4.9744,6.1576,2.3821,4.9698,6.1574,2.3817,4.965,6.1573,2.3813,4.96,6.1571,2.381,4.9552
,,,,,,,633,0.40543,2.3949,0.32353,0.40836,2.394,0.32679,0.41102,2.3929,0.32987,0.41357,2.3917,0.33286,0.41591,2.3906,0.33565
,,,,,,,634,4.4048,2.0721,4.16,4.4061,2.0722,4.1661,4.4075,2.0726,4.1725,4.4089,2.0731,4.1789,4.4103,2.0735,4.1851
,,,,,,,635,5.5642,2.9692,5.4809,5.5522,2.9674,5.4682,5.5395,2.9653,5.455,5.5267,2.9632,5.4417,5.5146,2.9612,5.4291
,,,,,,,636,5.2457,1.9649,5.0675,5.2453,1.967,5.0646,5.2449,1.9692,5.0617,5.2446,1.9714,5.059,5.2443,1.9734,5.0564
,,,,,,,637,3.7814,2.604,3.3927,3.7804,2.6051,3.3904,3.7795,2.6064,3.3881,3.7785,2.6078,3.3857,3.7775,2.6091,3.3835
,,,,,,,638,5.7377,2.0097,5.0758,5.7382,2.0074,5.0779,5.7387,2.0053,5.0799,5.7392,2.0033,5.0819,5.7397,2.0014,5.0838
,,,,,,,639,5.9515,2.9374,5.5125,5.9622,2.9378,5.5223,5.9736,2.9383,5.5327,5.9852,2.9387,5.5434,5.9963,2.9391,5.5535
,,,,,,,640,5.0053,2.8022,3.9456,4.9948,2.8042,3.9334,4.9835,2.8061,3.9207,4.9721,2.808,3.908,4.9612,2.8096,3.896
,,,,,,,641,3.9925,2.7329,3.5875,3.9894,2.7345,3.5837,3.9864,2.7363,3.5799,3.9834,2.7382,3.5761,3.9806,2.7399,3.5725
,,,,,,,642,5.2309,2.5829,4.7254,5.2299,2.5835,4.7293,5.2287,2.5838,4.7333,5.2276,2.5841,4.7373,5.2264,2.5843,4.7411
,,,,,,,643,5.2978,2.1293,4.306,5.2975,2.1251,4.3032,5.2971,2.1212,4.3005,5.2968,2.1174,4.2978,5.2965,2.1139,4.2952
,,,,,,,644,4.2179,2.4408,4.1932,4.2169,2.4406,4.1944,4.2159,2.4405,4.1956,4.215,2.4404,4.1968,4.2141,2.4404,4.1979
,,,,,,,645,4.3606,2.5274,4.473,4.3624,2.5268,4.4726,4.3641,2.5262,4.4721,4.3656,2.5257,4.4717,4.3671,2.5251,4.4714
,,,,,,,646,5.6608,2.0975,4.3343,5.6604,2.0979,4.3337,5.6599,2.0983,4.3332,5.6595,2.0987,4.3328,5.6591,2.0991,4.3324
,,,,,,,647,3.7623,2.4167,2.8264,3.7679,2.4185,2.8336,3.773,2.4202,2.8403,3.778,2.4218,2.8469,3.7827,2.4234,2.853
,,,,,,,648,5.0609,2.3374,5.1707,5.0637,2.3388,5.1672,5.0664,2.3401,5.1638,5.0691,2.3414,5.1604,5.0716,2.3426,5.1573
,,,,,,,649,5.7061,2.4512,5.0255,5.705,2.4496,5.0279,5.7039,2.448,5.0303,5.7027,2.4462,5.0327,5.7015,2.4445,5.0351
,,,,,,,650,5.3346,1.9663,5.5077,5.3364,1.9678,5.5065,5.3382,1.9692,5.5052,5.34,1.9708,5.504,5.3418,1.9722,5.5027
,,,,,,,651,4.2357,2.3431,4.5277,4.2357,2.3413,4.5231,4.2357,2.3397,4.5186,4.2357,2.3381,4.5143,4.2357,2.3366,4.5104
,,,,,,,652,5.8576,2.0569,5.979,5.8578,2.0575,5.9796,5.858,2.0585,5.9803,5.8583,2.0595,5.981,5.8584,2.0606,5.9816
,,,,,,,653,0.064067,2.4752,5.5494,0.067686,2.4765,5.5556,0.071538,2.4779,5.562,0.075522,2.4793,5.5685,0.079422,2.4807,5.5749
,,,,,,,654,4.4006,2.0722,4.1542,4.4018,2.0723,4.1602,4.4031,2.0727,4.1665,4.4045,2.0732,4.1729,4.4059,2.0736,4.1791
,,,,,,,655,5.3352,1.9624,5.5096,5.3369,1.9638,5.5084,5.3387,1.9653,5.5072,5.3405,1.9668,5.5059,5.3422,1.9682,5.5047
,,,,,,,656,4.4046,2.0711,4.1593,4.406,2.0712,4.1654,4.4073,2.0716,4.1718,4.4088,2.072,4.1782,4.4102,2.0725,4.1844
,,,,,,,657,4.1586,2.3787,3.676,4.1524,2.3821,3.6711,4.1462,2.3854,3.666,4.14,2.3888,3.6608,4.1339,2.392,3.6557
,,,,,,,658,4.2394,2.3504,4.5325,4.2395,2.3487,4.5278,4.2395,2.3471,4.5233,4.2396,2.3455,4.519,4.2396,2.344,4.5149
,,,,,,,659,4.2239,2.3605,4.5018,4.2243,2.3589,4.4976,4.2246,2.3574,4.4936,4.2249,2.356,4.4897,4.2252,2.3546,4.4861
,,,,,,,660,1.0592,2.7334,6.1455,1.0574,2.734,6.1453,1.0559,2.7346,6.1451,1.0543,2.7352,6.145,1.0529,2.7358,6.1449
,,,,,,,661,0.41183,2.4035,0.33219,0.41478,2.4025,0.3355,0.41745,2.4014,0.3386,0.42,2.4001,0.34162,0.42234,2.399,0.34441
,,,,,,,662,5.7627,1.8357,4.9235,5.7635,1.8362,4.9257,5.7646,1.8365,4.9277,5.7656,1.8368,4.9298,5.7666,1.8371,4.9317
,,,,,,,663,5.3741,2.6295,5.3034,5.3731,2.6279,5.3022,5.3723,2.6265,5.3012,5.3716,2.625,5.3003,5.3709,2.6236,5.2994
,,,,,,,664,4.7437,2.7145,4.4179,4.7401,2.7157,4.4177,4.7358,2.7167,4.4171,4.7314,2.7175,4.4164,4.727,2.7182,4.4156
,,,,,,,665,1.0116,2.4735,0.35036,1.0048,2.4766,0.34238,0.99847,2.4795,0.33476,0.99225,2.4824,0.32728,0.98642,2.4851,0.32028
,,,,,,,666,5.9564,2.9334,5.5238,5.9667,2.9338,5.5331,5.9777,2.9342,5.5432,5.9889,2.9345,5.5534,5.9996,2.9349,5.5632
,,,,,,,667,4.2292,2.3457,4.5333,4.2292,2.3439,4.5285,4.2291,2.3421,4.5238,4.2291,2.3404,4.5193,4.2291,2.3388,4.5152
,,,,,,,668,0.036656,2.4771,0.068176,0.037329,2.477,0.070444,0.037888,2.4769,0.072666,0.03843,2.4768,0.074883,0.038946,2.4768,0.077008
,,,,,,,669,5.0608,2.3362,5.1696,5.0636,2.3376,5.1661,5.0663,2.3389,5.1626,5.0689,2.3402,5.1593,5.0714,2.3414,5.1561
,,,,,,,670,4.5161,2.5456,4.5088,4.5167,2.545,4.5094,4.5172,2.5444,4.5101,4.5177,2.5438,4.5108,4.5182,2.5433,4.5115
,,,,,,,671,6.0123,2.3222,5.6289,6.009,2.322,5.628,6.0055,2.3217,5.627,6.002,2.3214,5.626,5.9986,2.3212,5.625
,,,,,,,672,5.2669,2.6577,4.4944,5.266,2.6603,4.4937,5.2651,2.6628,4.4929,5.2641,2.6654,4.492,5.2632,2.6679,4.4912
,,,,,,,673,4.5336,2.5376,4.5277,4.5342,2.537,4.5283,4.5348,2.5364,4.5289,4.5353,2.5359,4.5295,4.5359,2.5354,4.5302
,,,,,,,674,4.3215,2.8088,3.5159,4.3106,2.8103,3.5044,4.3001,2.8117,3.4932,4.2896,2.813,3.4822,4.2799,2.8141,3.4719
,,,,,,,675,1.0115,2.4734,0.35197,1.0047,2.4765,0.34399,0.99835,2.4794,0.33638,0.99212,2.4823,0.3289,0.98629,2.485,0.3219
,,,,,,,676,4.3918,2.1454,3.5476,4.3907,2.1449,3.5418,4.3894,2.1447,3.5361,4.388,2.1444,3.5302,4.3866,2.144,3.5246
,,,,,,,677,5.84,2.3565,5.7308,5.8385,2.3551,5.7284,5.8373,2.3537,5.7264,5.8362,2.3524,5.7244,5.8352,2.3511,5.7226
,,,,,,,678,4.3441,2.4296,3.8579,4.3395,2.4323,3.8555,4.3349,2.435,3.8531,4.3301,2.4377,3.8507,4.3255,2.4403,3.8483
,,,,,,,679,4.1565,2.3811,3.673,4.1503,2.3845,3.6679,4.144,2.3879,3.6628,4.1377,2.3913,3.6575,4.1316,2.3945,3.6523
,,,,,,,680,4.5861,1.986,4.0887,4.5885,1.9822,4.0922,4.5909,1.9782,4.0957,4.5933,1.9741,4.0992,4.5955,1.9701,4.1025
,,,,,,,681,4.8552,2.4831,4.3625,4.8546,2.4836,4.3659,4.854,2.4839,4.3696,4.8535,2.4842,4.3734,4.853,2.4845,4.377
,,,,,,,682,5.8576,2.0601,5.979,5.8578,2.0607,5.9795,5.8581,2.0617,5.9802,5.8583,2.0627,5.9809,5.8585,2.0637,5.9815
,,,,,,,683,0.053599,2.8718,5.7454,0.065298,2.8723,5.7569,0.07688600000000001,2.8729,5.7682,0.088418,2.8735,5.7795,0.099278,2.874,5.7901
,,,,,,,684,5.1399,2.0335,4.9383,5.1399,2.035,4.9371,5.14,2.0365,4.936,5.1401,2.038,4.9349,5.1403,2.0394,4.9339
,,,,,,,685,4.2374,2.3498,4.533,4.2375,2.3481,4.5283,4.2375,2.3464,4.5238,4.2376,2.3448,4.5194,4.2376,2.3433,4.5153
,,,,,,,686,5.6422,2.4307,4.5753,5.6424,2.4287,4.5712,5.6427,2.4266,4.5669,5.643,2.4244,4.5626,5.6433,2.4223,4.5583
,,,,,,,687,1.0106,2.4723,0.35187,1.0038,2.4754,0.3439,0.99749,2.4783,0.3363,0.99126,2.4812,0.32883,0.98545,2.4839,0.32184
,,,,,,,688,5.2713,2.6556,4.499,5.2705,2.6581,4.4983,5.2696,2.6606,4.4976,5.2687,2.6631,4.4968,5.2678,2.6655,4.496
,,,,,,,689,5.1409,2.0348,4.9403,5.1409,2.0363,4.9391,5.141,2.0378,4.9379,5.1411,2.0393,4.9368,5.1412,2.0407,4.9358
,,,,,,,690,0.73477,2.5076,0.4403,0.73303,2.5086,0.43893,0.7313,2.5096,0.43754,0.72964,2.5106,0.43616,0.7281,2.5117,0.43488
,,,,,,,691,1.0706,2.8717,0.35554,1.0635,2.8735,0.34796,1.0568,2.8752,0.34078,1.0502,2.8769,0.33378,1.0441,2.8785,0.32726
,,,,,,,692,4.5193,2.5368,4.5125,4.5199,2.5362,4.5132,4.5204,2.5357,4.5138,4.5209,2.5351,4.5145,4.5214,2.5346,4.5151
,,,,,,,693,4.8821,2.4863,5.1826,4.8861,2.4885,5.1811,4.8899,2.4906,5.1793,4.8939,2.4926,5.1776,4.8978,2.4945,5.1759
,,,,,,,694,0.41182,2.4076,0.33307,0.41483,2.4066,0.33644,0.41757,2.4054,0.3396,0.42017,2.4042,0.34266,0.42256,2.403,0.3455
,,,,,,,695,4.3109,2.9965,3.3428,4.3037,2.9963,3.336,4.2964,2.9961,3.3292,4.2892,2.9959,3.3225,4.2826,2.9957,3.3163
,,,,,,,696,4.3187,2.9995,3.3523,4.3112,2.9993,3.3453,4.3036,2.9991,3.3381,4.2962,2.9989,3.3312,4.2893,2.9987,3.3247
,,,,,,,697,6.2411,2.4505,5.6162,6.243,2.4507,5.6227,6.2452,2.4508,5.6293,6.2474,2.451,5.6359,6.2495,2.4511,5.6422
,,,,,,,698,5.9493,2.1242,5.0241,5.9477,2.1187,5.023,5.9462,2.113,5.0222,5.9449,2.1074,5.0215,5.9437,2.102,5.021
,,,,,,,699,0.41415,2.4113,0.33692,0.41718,2.4103,0.34032,0.41993,2.4091,0.34351,0.42254,2.4078,0.34658,0.42493,2.4066,0.34944
,,,,,,,700,5.7356,2.0125,5.071,5.7361,2.0102,5.0731,5.7366,2.008,5.0752,5.7371,2.006,5.0772,5.7375,2.004,5.0791
,,,,,,,701,6.1003,2.517,4.966,6.1016,2.5181,4.9632,6.1029,2.5192,4.9602,6.1043,2.5203,4.9572,6.1056,2.5214,4.9542
,,,,,,,702,5.699,2.6268,4.6034,5.7,2.6287,4.5997,5.701,2.6303,4.5961,5.7022,2.6319,4.5925,5.7034,2.6334,4.589
,,,,,,,703,5.6256,2.1421,5.0466,5.6258,2.1387,5.0496,5.6261,2.1356,5.0525,5.6263,2.1325,5.0553,5.6265,2.1297,5.058
,,,,,,,704,5.7356,2.0099,5.0709,5.7361,2.0077,5.073,5.7366,2.0056,5.075,5.7371,2.0035,5.0771,5.7376,2.0016,5.079
,,,,,,,705,1.0697,2.7324,6.1563,1.0677,2.733,6.156,1.0661,2.7335,6.1557,1.0644,2.7341,6.1554,1.0628,2.7346,6.1552
,,,,,,,706,3.6464,2.6724,3.3128,3.6481,2.6728,3.3121,3.6495,2.6735,3.3113,3.6508,2.6742,3.3105,3.652,2.6749,3.3097
,,,,,,,707,0.042698,2.4757,0.073134,0.043537,2.4756,0.075529,0.044268,2.4756,0.077885,0.044987,2.4755,0.080238,0.045677,2.4754,0.082496
,,,,,,,708,3.6482,2.667,3.3153,3.6499,2.6674,3.3145,3.6513,2.668,3.3138,3.6526,2.6688,3.3129,3.6538,2.6695,3.3121
,,,,,,,709,4.1567,2.3812,3.6716,4.1505,2.3847,3.6665,4.1442,2.388,3.6613,4.1379,2.3914,3.656,4.1318,2.3946,3.6508
,,,,,,,710,5.8501,2.0747,5.2872,5.8487,2.0722,5.2885,5.8474,2.0699,5.2897,5.8462,2.0676,5.2909,5.8451,2.0655,5.292
,,,,,,,711,2.5274,2.736,2.6398,2.5241,2.735,2.6377,2.5211,2.734,2.6357,2.5181,2.733,2.6338,2.5154,2.732,2.632
,,,,,,,712,4.5234,2.5166,3.5873,4.5165,2.5171,3.5774,4.5092,2.5178,3.5675,4.5019,2.5184,3.5576,4.495,2.5188,3.5483
,,,,,,,713,0.013462,2.5335,5.2857,0.016423,2.536,5.2876,0.019459000000000004,2.5386,5.2895,0.022564,2.5412,5.2914,0.025583,2.5437,5.2932
,,,,,,,714,5.1487,2.0377,4.9508,5.1487,2.0392,4.9494,5.1488,2.0407,4.9482,5.1489,2.0422,4.947,5.1491,2.0436,4.9458
,,,,,,,715,0.75364,2.4682,0.073183,0.75213,2.4692,0.070823,0.75078,2.4701,0.06866,0.7495,2.4711,0.066594,0.74834,2.472,0.064694
,,,,,,,716,2.5195,2.7395,2.6397,2.5164,2.7385,2.6378,2.5136,2.7376,2.6362,2.5109,2.7367,2.6345,2.5083,2.7358,2.633
,,,,,,,717,4.2669,2.3554,4.3241,4.2668,2.3554,4.3247,4.2668,2.3555,4.3253,4.2668,2.3555,4.3259,4.2667,2.3555,4.3264
,,,,,,,718,0.17626,2.292,5.5624,0.17722,2.2923,5.5657,0.17827,2.2927,5.5692,0.17937,2.2931,5.5727,0.18044,2.2935,5.5761
,,,,,,,719,5.1411,2.0381,4.94,5.1412,2.0396,4.9388,5.1413,2.0411,4.9377,5.1414,2.0426,4.9366,5.1416,2.0439,4.9356
,,,,,,,720,4.8836,2.4864,5.1825,4.8876,2.4886,5.181,4.8915,2.4907,5.1793,4.8955,2.4927,5.1775,4.8994,2.4945,5.1759
,,,,,,,721,5.1471,2.0378,4.9499,5.1471,2.0393,4.9486,5.1472,2.0408,4.9473,5.1473,2.0423,4.9461,5.1474,2.0437,4.945
,,,,,,,722,5.3209,2.2796,5.3633,5.3253,2.2811,5.3618,5.3295,2.2825,5.3603,5.3336,2.2839,5.3588,5.3374,2.2851,5.3573
,,,,,,,723,0.41217,2.4066,0.33487,0.41517,2.4056,0.33824,0.41788,2.4044,0.3414,0.42046,2.4031,0.34445,0.42283,2.4019,0.34729
,,,,,,,724,4.6997,2.1496,4.0593,4.7019,2.1467,4.0612,4.7042,2.1437,4.0631,4.7065,2.1407,4.065,4.7087,2.1377,4.0668
,,,,,,,725,4.3108,2.9985,3.3441,4.3035,2.9983,3.3373,4.2962,2.9981,3.3304,4.289,2.9979,3.3236,4.2823,2.9977,3.3174
,,,,,,,726,5.0245,2.9518,5.1421,5.0211,2.9499,5.1402,5.0183,2.9482,5.1388,5.0158,2.9464,5.1376,5.0136,2.9448,5.1365
,,,,,,,727,3.7586,2.4127,2.8234,3.7642,2.4145,2.8307,3.7693,2.4162,2.8375,3.7744,2.4178,2.8441,3.7791,2.4193,2.8503
,,,,,,,728,0.41348,2.4099,0.33709,0.4165,2.4089,0.3405,0.41924,2.4077,0.34368,0.42184,2.4064,0.34676,0.42423,2.4052,0.34962
,,,,,,,729,0.040602,2.4735,0.06902,0.041391,2.4734,0.071334,0.042072,2.4733,0.073605,0.04274,2.4733,0.075873,0.04338,2.4732,0.078048
,,,,,,,730,3.6212,2.8808,3.1842,3.6218,2.881,3.1828,3.6221,2.8813,3.1813,3.6223,2.8815,3.1797,3.6225,2.8817,3.1783
,,,,,,,731,5.6229,2.1419,5.0434,5.6232,2.1385,5.0464,5.6234,2.1354,5.0493,5.6237,2.1323,5.0522,5.624,2.1295,5.0549
,,,,,,,732,5.3998,2.5169,5.1385,5.3974,2.5159,5.1388,5.3953,2.5148,5.1393,5.3932,2.5136,5.1399,5.3913,2.5126,5.1404
,,,,,,,733,6.1019,2.5203,4.9704,6.1033,2.5216,4.9677,6.1046,2.5227,4.9648,6.106,2.5239,4.9619,6.1074,2.525,4.959
,,,,,,,734,6.1006,2.513,4.9688,6.1019,2.5141,4.966,6.1031,2.5152,4.963,6.1044,2.5162,4.96,6.1057,2.5172,4.957
,,,,,,,735,3.907,2.4062,3.7715,3.9036,2.4059,3.7709,3.9002,2.4055,3.7703,3.8967,2.405,3.7698,3.8935,2.4045,3.7693
,,,,,,,736,4.7489,1.8345,4.088,4.7499,1.8301,4.0881,4.7509,1.8259,4.088,4.7518,1.8217,4.0878,4.7526,1.8179,4.0877
,,,,,,,737,0.73529,2.5138,0.44294,0.73362,2.5148,0.44163,0.73197,2.5157,0.4403,0.73037,2.5167,0.43898,0.7289,2.5177,0.43775
,,,,,,,738,4.0113,2.5749,3.807,4.0086,2.5747,3.8061,4.0055,2.5743,3.805,4.0023,2.5737,3.8038,3.9992,2.5732,3.8027
,,,,,,,739,3.6519,2.6394,2.9109,3.6569,2.6395,2.9162,3.6616,2.6396,2.9212,3.6663,2.6398,2.926,3.6706,2.6399,2.9306
,,,,,,,740,1.4494,2.927,1.1504,1.4498,2.9269,1.1497,1.4502,2.927,1.1491,1.4506,2.927,1.1486,1.4511,2.9272,1.1482
,,,,,,,741,0.73516,2.5181,0.44092,0.73353,2.519,0.43961,0.73192,2.52,0.43827,0.73036,2.521,0.43696,0.72893,2.5219,0.43573
,,,,,,,742,3.9511,2.9272,2.7407,3.9529,2.9281,2.7442,3.9548,2.929,2.7478,3.9567,2.9299,2.7514,3.9586,2.9307,2.7548
,,,,,,,743,6.239,2.444,5.6126,6.2407,2.4442,5.6189,6.2426,2.4444,5.6254,6.2446,2.4445,5.6319,6.2465,2.4446,5.6381
,,,,,,,744,4.5241,2.5135,3.5861,4.5172,2.514,3.5763,4.51,2.5146,3.5664,4.5028,2.5152,3.5566,4.4959,2.5156,3.5473
,,,,,,,745,3.9545,2.9304,2.7435,3.9562,2.9313,2.747,3.9581,2.9322,2.7506,3.96,2.933,2.7541,3.9619,2.9338,2.7576
,,,,,,,746,5.8423,2.0749,5.2791,5.841,2.0725,5.2804,5.8399,2.0701,5.2817,5.8387,2.0679,5.2829,5.8377,2.0658,5.2841
,,,,,,,747,3.9037,2.3967,3.7705,3.9003,2.3965,3.77,3.8968,2.3961,3.7694,3.8933,2.3956,3.7689,3.89,2.3952,3.7684
,,,,,,,748,6.2394,2.4466,5.6129,6.2412,2.4468,5.6193,6.2432,2.4469,5.6258,6.2452,2.4471,5.6324,6.2472,2.4472,5.6386
,,,,,,,749,5.2013,2.3754,4.1302,5.2045,2.3731,4.1275,5.2077,2.3707,4.1249,5.2111,2.3682,4.1224,5.2143,2.3658,4.12
,,,,,,,750,2.4182,2.9258,1.2458,2.4098,2.9282,1.2372,2.3998,2.9306,1.2272,2.3893,2.933,1.2169,2.3792,2.9351,1.2069
,,,,,,,751,5.0724,1.9295,4.2195,5.0719,1.927,4.218,5.0713,1.9246,4.2166,5.0708,1.9222,4.2151,5.0703,1.9201,4.2138
,,,,,,,752,3.9529,2.9324,2.7433,3.9547,2.9333,2.7469,3.9566,2.9341,2.7505,3.9586,2.935,2.7542,3.9605,2.9358,2.7576
,,,,,,,753,3.6298,2.8829,3.1908,3.6303,2.8832,3.1893,3.6305,2.8835,3.1877,3.6306,2.8837,3.186,3.6307,2.884,3.1844
,,,,,,,754,6.0999,2.5169,4.9681,6.1012,2.5181,4.9654,6.1025,2.5192,4.9625,6.1039,2.5203,4.9595,6.1052,2.5214,4.9565
,,,,,,,755,5.5165,1.9096,4.9134,5.5175,1.9104,4.9151,5.5186,1.9111,4.9167,5.5196,1.9118,4.9183,5.5206,1.9124,4.9197
,,,,,,,756,6.2109,2.1584,5.8026,6.2085,2.1583,5.8015,6.206,2.1583,5.8004,6.2033,2.1585,5.7992,6.2007,2.1586,5.7981
,,,,,,,757,4.3266,2.1112,4.2265,4.3275,2.1128,4.232,4.3282,2.1144,4.2372,4.329,2.116,4.2423,4.3297,2.1175,4.2471
,,,,,,,758,4.2091,2.9528,3.473,4.1992,2.9536,3.4626,4.1893,2.9545,3.4522,4.1795,2.9552,3.4418,4.1703,2.9559,3.4322
,,,,,,,759,5.3544,1.9241,4.7067,5.3548,1.9248,4.7077,5.3555,1.9254,4.7088,5.3563,1.926,4.71,5.357,1.9265,4.7111
,,,,,,,760,4.4362,2.1443,3.6256,4.4361,2.144,3.6213,4.436,2.1437,3.617,4.4359,2.1434,3.6128,4.4358,2.1431,3.6086
,,,,,,,761,0.45279,2.6242,0.24129,0.45704,2.6239,0.24342,0.4611,2.6236,0.24537,0.46508,2.6235,0.24723,0.46879,2.6233,0.24893
,,,,,,,762,6.2221,2.3514,5.4461,6.2215,2.351,5.4491,6.2208,2.3505,5.4521,6.2201,2.35,5.455,6.2194,2.3496,5.4579
,,,,,,,763,5.0892,2.2272,5.2848,5.091,2.2288,5.2813,5.0929,2.2305,5.2777,5.0948,2.2322,5.2739,5.0967,2.2338,5.2703
,,,,,,,764,3.9097,2.4022,3.7732,3.9063,2.402,3.7726,3.9027,2.4016,3.772,3.8992,2.4011,3.7715,3.8959,2.4006,3.771
,,,,,,,765,3.6546,2.6394,2.9127,3.6595,2.6395,2.9179,3.6642,2.6396,2.9228,3.6688,2.6398,2.9277,3.6731,2.6399,2.9321
,,,,,,,766,5.3961,2.5182,5.1358,5.3937,2.5172,5.1362,5.3916,2.5161,5.1367,5.3896,2.515,5.1372,5.3877,2.5139,5.1377
,,,,,,,767,3.6335,2.8861,3.1945,3.6339,2.8864,3.193,3.634,2.8866,3.1913,3.6341,2.8869,3.1896,3.6341,2.8872,3.188
,,,,,,,768,4.2384,2.3422,4.5257,4.2384,2.3405,4.5212,4.2384,2.3389,4.5168,4.2384,2.3373,4.5126,4.2384,2.3359,4.5087
,,,,,,,769,5.508,1.9126,4.9032,5.5091,1.9134,4.9049,5.5102,1.9141,4.9065,5.5113,1.9148,4.9081,5.5123,1.9154,4.9097
,,,,,,,770,5.0256,2.6923,5.1881,5.0288,2.6924,5.1892,5.0325,2.6923,5.1907,5.0363,2.6921,5.1922,5.04,2.6919,5.1937
